,movieId,title,genres
4957,7492,Martin (1977),Drama|Horror
4958,7493,"Three Faces of Eve, The (1957)",Drama
4960,7560,Fail-Safe (1964),Drama|Thriller|War
4967,7572,Wit (2001),Drama
4969,7579,Pride and Prejudice (1940),Comedy|Drama|Romance
4970,7581,"Fountainhead, The (1949)",Drama
4972,7587,"Samouraï, Le (Godson, The) (1967)",Crime|Drama|Thriller
4974,7615,Desert Hearts (1985),Drama
4976,7618,Chaplin (1992),Drama
4977,7619,"Miracle Worker, The (1962)",Drama
4978,7620,Monster in a Box (1992),Comedy|Drama
4979,7624,School Ties (1992),Drama
4986,7669,Pride and Prejudice (1995),Drama|Romance
4987,7698,"China Syndrome, The (1979)",Drama|Thriller
4988,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action|Adventure|Drama|Thriller
4990,7702,"Bells of St. Mary's, The (1945)",Drama
4994,7707,"He Said, She Said (1991)",Comedy|Drama|Romance
4996,7713,Cat People (1942),Drama|Horror|Romance|Thriller
4997,7714,Camelot (1967),Drama|Musical|Romance
5001,7728,"Postman Always Rings Twice, The (1946)",Crime|Drama|Film-Noir|Thriller
5002,7730,Matinee (1993),Comedy|Drama
5003,7742,Baxter (1989),Drama|Horror
5005,7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",Drama
5006,7748,Pierrot le fou (1965),Crime|Drama
5007,7749,Weekend (a.k.a. Le Week-end) (Week End) (1967),Drama
5008,7753,Tuesdays with Morrie (1999),Drama
5009,7756,Alexander Nevsky (Aleksandr Nevskiy) (1938),Action|Drama|War
5011,7762,"Tinker, Tailor, Soldier, Spy (1979)",Drama|Thriller
5012,7766,Throne of Blood (Kumonosu jô) (1957),Action|Drama|Thriller|War
5013,7767,"Best of Youth, The (La meglio gioventù) (2003)",Drama
5015,7773,"Bang, Bang, You're Dead (2002)",Drama
5017,7782,Sniper (1993),Action|Drama
5019,7789,"11'09""01 - September 11 (2002)",Drama
5023,7811,Babylon 5: The River of Souls (1998),Drama|Sci-Fi
5024,7812,Babylon 5: Thirdspace (1998),Drama|Sci-Fi
5026,7820,"Virgin Spring, The (Jungfrukällan) (1960)",Crime|Drama
5027,7822,Mogambo (1953),Adventure|Drama|Romance
5029,7831,Another Thin Man (1939),Comedy|Crime|Drama|Mystery|Romance
5033,7835,Song of the Thin Man (1947),Comedy|Crime|Drama|Musical|Mystery|Romance
5037,7842,Dune (2000),Drama|Fantasy|Sci-Fi
5044,7883,I Walked with a Zombie (1943),Drama|Horror
5048,7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",Drama|Horror|Sci-Fi
5050,7895,Bring Me the Head of Alfredo Garcia (1974),Crime|Drama|Thriller
5051,7896,Ride the High Country (1962),Adventure|Drama|Western
5053,7900,Frankenstein Must Be Destroyed (1969),Drama|Horror|Sci-Fi
5056,7924,Stray Dog (Nora inu) (1949),Drama|Film-Noir|Thriller
5058,7926,High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller
5062,7936,Shame (Skammen) (1968),Drama|War
5063,7937,"Silence, The (Tystnaden) (1963)",Drama
5064,7938,Winter Light (Nattvardsgästerna) (1963),Drama
5065,7939,Through a Glass Darkly (Såsom i en spegel) (1961),Drama
5066,7940,The Magician (1958),Drama
5068,7944,"Night of the Iguana, The (1964)",Drama|Thriller
5070,7976,Ken Park (2002),Drama
5072,7980,"Bridge Too Far, A (1977)",Action|Drama|War
5073,7981,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller
5074,7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",Drama|Horror|Mystery|Thriller
5083,8010,"Power of One, The (1992)",Drama
5085,8012,Kikujiro (Kikujirô no natsu) (1999),Comedy|Drama
5086,8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama
5088,8016,"Getaway, The (1972)",Action|Crime|Drama|Thriller
5089,8019,Dark Water (Honogurai mizu no soko kara) (2002),Drama|Horror|Mystery|Thriller
5090,8024,"Thing Called Love, The (1993)",Comedy|Drama|Romance
5091,8025,The Thief (1997),Drama
5094,8042,Mean Streets (1973),Crime|Drama
5095,8043,Jack the Bear (1993),Comedy|Drama
5096,8044,I Am a Fugitive from a Chain Gang (1932),Crime|Drama|Film-Noir
5097,8045,Hamburger Hill (1987),Action|Drama|War
5098,8057,Sweet Bird of Youth (1962),Drama
5099,8092,Frankenstein Unbound (1990),Drama|Horror|Sci-Fi
5100,8093,Shiri (Swiri) (1999),Action|Drama|Romance|Thriller
5101,8094,Bad Day at Black Rock (1955),Drama|Thriller|Western
5104,8119,Crossroads (1986),Drama
5106,8125,Sunrise: A Song of Two Humans (1927),Drama|Romance
5107,8126,Shock Corridor (1963),Drama
5108,8128,Au revoir les enfants (1987),Drama
5110,8132,Gladiator (1992),Action|Drama
5115,8143,Lola Montès (1955),Drama
5116,8147,Charly (1968),Drama|Sci-Fi
5117,8153,Lust for Life (1956),Drama
5118,8154,"Dolce Vita, La (1960)",Drama
5120,8158,Rush (1991),Crime|Drama
5123,8183,Educating Rita (1983),Comedy|Drama
5124,8188,Sansho the Bailiff (Sanshô dayû) (1954),Drama
5126,8190,"Americanization of Emily, The (1964)",Comedy|Drama|War
5127,8191,Anne of the Thousand Days (1969),Drama
5128,8195,"Avventura, L' (Adventure, The) (1960)",Drama|Mystery|Romance
5130,8197,Hiroshima Mon Amour (1959),Drama|Romance|War
5131,8199,Ugetsu (Ugetsu monogatari) (1953),Drama|Thriller
5135,8232,I Love You Again (1940),Comedy|Drama
5137,8236,While the City Sleeps (1956),Drama|Film-Noir
5139,8239,Viridiana (1961),Comedy|Drama
5142,8254,Arizona Dream (1993),Comedy|Drama|Fantasy|Romance
5143,8261,3 Women (Three Women) (1977),Drama
5145,8266,Purple Rain (1984),Drama|Musical
5147,8270,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",Comedy|Drama|Romance
5150,8293,Used People (1992),Comedy|Drama
5151,8302,"Front Page, The (1931)",Comedy|Drama|Romance
5152,8327,Dolls (2002),Drama|Romance
5154,8335,Make Way for Tomorrow (1937),Drama
5156,8337,"Caine Mutiny, The (1954)",Drama|War
5157,8338,Black Narcissus (1947),Drama
5158,8340,Escape from Alcatraz (1979),Drama|Thriller
5159,8341,Oliver Twist (1948),Adventure|Crime|Drama
5161,8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller
5162,8362,Raising Helen (2004),Comedy|Drama|Romance
5164,8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama
5165,8366,Saved! (2004),Comedy|Drama
5168,8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama
5174,8378,"Doctor, The (1991)",Drama
5175,8379,"Dresser, The (1983)",Drama
5181,8391,Big Wednesday (1978),Comedy|Drama
5183,8405,Hour of the Wolf (Vargtimmen) (1968),Drama|Horror
5184,8410,Suddenly (1954),Crime|Drama|Film-Noir
5185,8424,"Divorcee, The (1930)",Drama|Romance
5187,8426,Robot Carnival (Roboto kânibauru) (1987),Animation|Comedy|Drama|Fantasy|Sci-Fi
5189,8446,Sands of Iwo Jima (1949),Action|Drama|Romance|War
5192,8451,Blackboard Jungle (1955),Drama
5193,8454,Luna Papa (1999),Comedy|Drama|Fantasy
5194,8456,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),Crime|Drama|Thriller
5195,8458,To Each His Own (1946),Drama
5196,8459,"Heiress, The (1949)",Drama|Romance
5197,8461,Dragon Seed (1944),Drama|War
5198,8462,Executive Suite (1954),Drama
5199,8463,Johnny Belinda (1948),Drama
5200,8464,Super Size Me (2004),Comedy|Documentary|Drama
5201,8465,Johnny Eager (1942),Crime|Drama|Film-Noir|Romance
5203,8481,Northwest Passage (1940),Action|Adventure|Drama|Romance|Thriller|Western
5204,8482,"Picture of Dorian Gray, The (1945)",Drama|Fantasy|Horror
5205,8484,"Human Condition I, The (Ningen no joken I) (1959)",Drama|War
5207,8491,White Heat (1949),Crime|Drama|Film-Noir
5208,8492,"Christmas Carol, A (Scrooge) (1951)",Drama|Fantasy
5209,8493,Memphis Belle (1990),Action|Drama|War
5210,8494,"Cincinnati Kid, The (1965)",Drama
5211,8495,Animal Factory (2000),Crime|Drama
5214,8502,Show Boat (1951),Drama|Musical|Romance
5216,8507,Freaks (1932),Crime|Drama|Horror
5219,8518,Anna Christie (1930),Drama
5220,8521,Dr. Jekyll and Mr. Hyde (1931),Drama|Horror
5223,8529,"Terminal, The (2004)",Comedy|Drama|Romance
5224,8530,Dear Frankie (2004),Drama|Romance
5226,8532,"Door in the Floor, The (2004)",Drama
5227,8533,"Notebook, The (2004)",Drama|Romance
5228,8534,Two Brothers (Deux frères) (2004),Adventure|Children|Drama
5229,8535,De-Lovely (2004),Drama|Musical
5231,8571,Bob & Carol & Ted & Alice (1969),Comedy|Drama
5233,8575,"Happenstance (Battement d'ailes du papillon, Le) (2001)",Comedy|Drama
5237,8581,Pirates of Silicon Valley (1999),Documentary|Drama
5240,8588,Killing Me Softly (2002),Drama|Mystery|Romance|Thriller
5241,8591,"Philadelphia Experiment, The (1984)",Adventure|Drama|Sci-Fi
5242,8593,Juice (1992),Action|Crime|Drama|Thriller
5244,8600,Angels with Dirty Faces (1938),Crime|Drama|Film-Noir|Thriller
5245,8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),Comedy|Drama
5248,8607,Tokyo Godfathers (2003),Adventure|Animation|Drama
5253,8617,Butterfield 8 (1960),Drama
5254,8620,"Exterminating Angel, The (Ángel exterminador, El) (1962)",Comedy|Drama|Fantasy|Mystery
5261,8638,Before Sunset (2004),Drama|Romance
5262,8640,King Arthur (2004),Action|Adventure|Drama|War
5266,8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama
5267,8650,Long Day's Journey Into Night (1962),Drama
5268,8656,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",Crime|Drama
5271,8667,A Home at the End of the World (2004),Drama|Romance
5274,8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",Adventure|Drama
5275,8685,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",Comedy|Drama
5276,8690,Slaughterhouse-Five (1972),Comedy|Drama|Sci-Fi|War
5281,8714,Night and Day (1946),Drama|Musical
5282,8718,"Snake Pit, The (1948)",Drama
5284,8724,"Leopard, The (Gattopardo, Il) (1963)",Drama|War
5285,8727,"Day of the Locust, The (1975)",Drama
5286,8730,To End All Wars (2001),Action|Drama|War
5287,8738,"Woman Is a Woman, A (femme est une femme, Une) (1961)",Comedy|Drama|Musical|Romance
5291,8754,"Prime of Miss Jean Brodie, The (1969)",Drama
5295,8772,"Spy Who Came in from the Cold, The (1965)",Drama|Thriller
5301,8783,"Village, The (2004)",Drama|Mystery|Thriller
5302,8784,Garden State (2004),Comedy|Drama|Romance
5303,8795,Musa the Warrior (Musa) (2001),Action|Adventure|Drama|War
5305,8798,Collateral (2004),Action|Crime|Drama|Thriller
5308,8804,"Story of Women (Affaire de femmes, Une) (1988)",Drama
5313,8813,We Don't Live Here Anymore (2004),Drama
5317,8830,Anacondas: The Hunt for the Blood Orchid (2004),Adventure|Drama|Horror|Sci-Fi|Thriller
5319,8832,Warriors of Heaven and Earth (Tian di ying xiong) (2003),Action|Adventure|Drama
5320,8833,Vanity Fair (2004),Drama|Romance
5321,8835,Paparazzi (2004),Drama|Thriller
5322,8836,Wicker Park (2004),Drama|Romance|Thriller
5323,8838,Alice Doesn't Live Here Anymore (1974),Drama|Romance
5324,8840,Who's That Knocking at My Door? (1967),Drama
5325,8844,Camera Buff (Amator) (1979),Drama
5326,8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",Drama
5327,8860,Cellular (2004),Action|Crime|Drama|Mystery|Thriller
5329,8864,Mr. 3000 (2004),Comedy|Drama
5333,8870,"Forgotten, The (2004)",Drama|Mystery|Sci-Fi|Thriller
5334,8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama
5336,8875,"Come Back, Little Sheba (1952)",Drama
5338,8880,Mask (1985),Drama
5339,8894,Orca: The Killer Whale (1977),Action|Drama|Horror|Thriller
5340,8905,1492: Conquest of Paradise (1992),Adventure|Drama
5343,8908,Ladder 49 (2004),Action|Drama|Thriller
5347,8914,Primer (2004),Drama|Sci-Fi
5348,8915,Stage Beauty (2004),Drama
5351,8918,Eulogy (2004),Comedy|Crime|Drama
5352,8919,P.S. (2004),Comedy|Drama|Fantasy|Romance
5353,8920,"Country Girl, The (1954)",Drama
5354,8921,"Rose Tattoo, The (1955)",Drama|Romance
5356,8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",Comedy|Drama
5358,8937,Friday Night Lights (2004),Action|Drama
5361,8943,Being Julia (2004),Comedy|Drama
5364,8948,Alfie (2004),Comedy|Drama|Romance
5365,8949,Sideways (2004),Comedy|Drama|Romance
5366,8950,The Machinist (2004),Drama|Mystery|Thriller
5367,8951,Vera Drake (2004),Drama
5368,8952,Falling Angels (2003),Drama
5370,8955,Undertow (2004),Crime|Drama|Thriller
5372,8958,Ray (2004),Drama
5373,8959,Birth (2004),Drama|Mystery
5375,8964,Callas Forever (2002),Drama
5377,8966,Kinsey (2004),Drama
5380,8969,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance
5381,8970,Finding Neverland (2004),Drama
5382,8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller
5383,8973,Bad Education (La mala educación) (2004),Drama|Thriller
5385,8977,Alexander (2004),Action|Adventure|Drama|War
5388,8981,Closer (2004),Drama|Romance
5389,8982,I Am David (2003),Drama
5390,8983,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance
5397,9005,Fire in the Sky (1993),Drama|Mystery|Sci-Fi
5399,9010,Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance
5401,25746,"Hunchback of Notre Dame, The (1923)",Drama|Horror
5404,25753,Greed (1924),Drama
5405,25757,"Jazz Singer, The (1927)",Drama|Musical|Romance
5408,25773,Little Caesar (1931),Crime|Drama
5410,25788,Scarface (1932),Crime|Drama
5411,25795,Dinner at Eight (1933),Comedy|Drama|Romance
5413,25805,"Atalante, L' (1934)",Comedy|Drama|Romance
5414,25825,Fury (1936),Drama|Film-Noir
5417,25833,Camille (1936),Drama|Romance
5418,25834,Captains Courageous (1937),Adventure|Drama
5419,25841,Stage Door (1937),Drama
5420,25850,Holiday (1938),Comedy|Drama|Romance
5421,25855,"Roaring Twenties, The (1939)",Crime|Drama|Thriller
5422,25856,Wuthering Heights (1939),Drama|Romance
5423,25865,"Letter, The (1940)",Drama|Film-Noir
5425,25886,Random Harvest (1942),Drama|Romance
5426,25887,Tales of Manhattan (1942),Comedy|Drama
5427,25898,Day of Wrath (Vredens dag) (1943),Drama
5429,25906,Mr. Skeffington (1944),Drama|Romance
5430,25923,Great Expectations (1946),Drama
5431,25927,"Stranger, The (1946)",Drama|Film-Noir|Thriller
5433,25940,"Lady from Shanghai, The (1947)",Drama|Film-Noir|Mystery
5434,25946,"Three Musketeers, The (1948)",Action|Adventure|Drama|Romance
5436,25952,"Letter to Three Wives, A (1949)",Comedy|Drama
5439,25963,"Young and the Damned, The (Olvidados, Los) (1950)",Crime|Drama
5440,25996,"Star Is Born, A (1954)",Drama|Musical
5441,25999,The Wild One (1953),Drama
5442,26002,Confidential Report (1955),Crime|Drama|Mystery|Thriller
5445,26048,"Human Condition II, The (Ningen no joken II) (1959)",Drama|War
5446,26052,Pickpocket (1959),Crime|Drama
5447,26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),Drama
5448,26073,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War
5449,26078,Advise and Consent (1962),Drama
5450,26082,Harakiri (Seppuku) (1962),Drama
5452,26085,Mutiny on the Bounty (1962),Adventure|Drama|Romance
5453,26095,"Carabineers, The (Carabiniers, Les) (1963)",Comedy|Drama|War
5455,26122,Onibaba (1964),Drama|Horror|War
5457,26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)",Drama|War
5460,26147,"Thousand Clowns, A (1965)",Comedy|Drama|Romance
5461,26150,Andrei Rublev (Andrey Rublyov) (1969),Drama|War
5462,26151,Au Hasard Balthazar (1966),Crime|Drama
5464,26158,Closely Watched Trains (Ostre sledované vlaky) (1966),Comedy|Drama|War
5465,26159,Tokyo Drifter (Tôkyô nagaremono) (1966),Action|Crime|Drama
5466,26169,Branded to Kill (Koroshi no rakuin) (1967),Action|Crime|Drama
5468,26172,Point Blank (1967),Action|Crime|Drama|Thriller
5469,26176,Titicut Follies (1967),Documentary|Drama
5475,26231,Performance (1970),Crime|Drama|Thriller
5476,26236,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",Action|Adventure|Comedy|Drama|Romance|War
5477,26237,Zabriskie Point (1970),Drama|Romance
5482,26283,Charley Varrick (1973),Crime|Drama|Thriller
5485,26308,Turkish Delight (Turks fruit) (1973),Drama|Romance
5486,26313,California Split (1974),Comedy|Drama
5487,26317,Emmanuelle (1974),Drama|Romance
5488,26322,Gone in 60 Seconds (1974),Action|Crime|Drama
5489,26326,"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama
5491,26344,French Connection II (1975),Action|Crime|Drama|Thriller
5492,26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)",Comedy|Drama|Romance
5493,26350,"Passenger, The (Professione: reporter) (1975)",Drama
5495,26359,1900 (Novecento) (1976),Drama|War
5500,26391,"New York, New York (1977)",Drama|Musical|Romance
5501,26394,"Turning Point, The (1977)",Drama|Romance
5503,26401,Last Hurrah for Chivalry (Hao xia) (1979),Action|Drama
5506,26422,Hair (1979),Comedy|Drama|Musical
5509,26453,Smiley's People (1982),Drama|Mystery
5510,26464,Blue Thunder (1983),Action|Crime|Drama
5511,26467,"Day After, The (1983)",Drama|Sci-Fi
5513,26472,"Norte, El (1984)",Adventure|Drama
5515,26498,Boy Meets Girl (1984),Drama
5520,26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),Comedy|Drama
5521,26528,Anne of Green Gables (1985),Children|Drama
5522,26539,Death of a Salesman (1985),Drama
5525,26554,"Quiet Earth, The (1985)",Drama|Mystery|Sci-Fi
5527,26562,White Nights (1985),Drama
5528,26564,'Round Midnight (1986),Drama|Musical
5530,26578,"Sacrifice, The (Offret - Sacraficatio) (1986)",Drama
5531,26585,"Better Tomorrow, A (Ying hung boon sik) (1986)",Crime|Drama|Thriller
5532,26587,"Decalogue, The (Dekalog) (1989)",Crime|Drama|Romance
5535,26599,"Law of Desire (Ley del deseo, La) (1987)",Comedy|Drama|Romance
5538,26612,"Better Tomorrow II, A (Ying hung boon sik II) (1987)",Crime|Drama|Thriller
5539,26614,"Bourne Identity, The (1988)",Action|Adventure|Drama|Mystery|Thriller
5540,26622,Dominick and Eugene (1988),Drama
5545,26649,Lonesome Dove (1989),Adventure|Drama|Western
5546,26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy
5549,26681,Bullet in the Head (1990),Action|Drama|War
5551,26693,It (1990),Drama|Fantasy|Horror|Mystery|Thriller
5552,26694,Ju Dou (1990),Drama
5553,26695,"Krays, The (1990)",Drama
5556,26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller
5557,26704,State of Grace (1990),Crime|Drama|Thriller
5559,26713,Days of Being Wild (A Fei jingjyuhn) (1990),Drama|Romance
5560,26717,Begotten (1990),Drama|Horror
5566,26743,Only Yesterday (Omohide poro poro) (1991),Animation|Drama
5567,26745,Other People's Money (1991),Comedy|Drama|Romance
5568,26750,Quigley Down Under (1990),Adventure|Drama|Western
5569,26761,Prime Suspect 2 (1992),Crime|Drama|Mystery|Romance|Thriller
5573,26777,"Stolen Children (Ladro di bambini, Il) (1992)",Drama
5575,26782,"Mambo Kings, The (1992)",Drama|Musical
5576,26791,Shining Through (1992),Drama|Romance|Thriller|War
5578,26796,"Heart in Winter, A (Un coeur en hiver) (1992)",Drama|Romance
5580,26810,Bad Boy Bubby (1993),Drama
5581,26812,Barbarians at the Gate (1993),Drama
5584,26838,"Snapper, The (1993)",Comedy|Drama
5585,26840,Sonatine (Sonachine) (1993),Action|Comedy|Crime|Drama
5586,26849,"Stand, The (1994)",Adventure|Drama|Fantasy|Horror|Sci-Fi
5589,26865,Fist of Legend (Jing wu ying xiong) (1994),Action|Drama
5593,26887,"Langoliers, The (1995)",Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller
5594,26900,"Last Wedding, The (Kivenpyörittäjän kylä) (1995)",Comedy|Drama
5596,26903,Whisper of the Heart (Mimi wo sumaseba) (1995),Animation|Drama|Romance
5598,26928,"Summer's Tale, A (Conte d'été) (1996)",Comedy|Drama|Romance
5602,26965,"Boxer, The (1997)",Drama|Thriller
5603,26974,Gummo (1997),Drama
5606,27002,From the Earth to the Moon (1998),Action|Documentary|Drama|Thriller
5608,27006,RKO 281 (1999),Drama
5610,27020,Gia (1998),Drama|Romance
5613,27036,Merlin (1998),Action|Adventure|Drama|Fantasy|Romance
5617,27124,Bleeder (1999),Drama|Thriller
5621,27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
5626,27246,If These Walls Could Talk 2 (2000),Drama|Romance
5628,27255,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",Drama
5629,27266,2046 (2004),Drama|Fantasy|Romance|Sci-Fi
5630,27306,Bartleby (2001),Comedy|Drama
5632,27317,Audition (Ôdishon) (1999),Drama|Horror|Mystery|Romance|Thriller
5633,27320,"Nine Lives of Tomas Katz, The (2000)",Comedy|Drama|Fantasy
5639,27373,61* (2001),Drama
5640,27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War
5641,27408,Ripley's Game (2002),Drama|Thriller
5642,27416,Jalla! Jalla! (2000),Comedy|Drama|Romance
5643,27420,Teknolust (2002),Comedy|Drama|Romance|Sci-Fi
5653,27513,Dog Days (Hundstage) (2001),Drama
5657,27549,Dead or Alive: Final (2002),Comedy|Crime|Drama|Sci-Fi|Thriller
5661,27592,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama
5664,27611,Battlestar Galactica (2003),Drama|Sci-Fi|War
5665,27618,"Sound of Thunder, A (2005)",Action|Adventure|Drama|Sci-Fi|Thriller
5667,27627,Oasis (2002),Drama|Romance
5668,27644,Remember Me (Ricordati di me) (2003),Comedy|Drama|Romance
5669,27660,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
5670,27664,"Brown Bunny, The (2003)",Drama
5672,27674,11:14 (2003),Comedy|Crime|Drama|Mystery|Thriller
5676,27692,And Starring Pancho Villa as Himself (2003),Action|Comedy|Drama|War
5677,27695,Nicotina (2003),Action|Comedy|Drama
5678,27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),Action|Drama|Thriller|War
5679,27705,In Hell (2003),Action|Drama|Thriller
5681,27708,Helen of Troy (2003),Action|Adventure|Drama|Romance
5682,27716,"Green Butchers, The (Grønne slagtere, De) (2003)",Comedy|Crime|Drama|Romance
5683,27721,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama|Mystery|Romance|War
5684,27722,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),Drama|Romance
5685,27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),Action|Animation|Drama|Sci-Fi|Thriller
5687,27741,"Twilight Samurai, The (Tasogare Seibei) (2002)",Drama|Romance
5688,27744,"Facing Windows (Finestra di fronte, La) (2003)",Drama|Romance
5690,27751,'Salem's Lot (2004),Drama|Horror|Mystery|Thriller
5692,27768,Intimate Strangers (Confidences trop intimes) (2004),Drama
5693,27769,Down to the Bone (2004),Drama
5696,27776,Red Lights (Feux rouges) (2004),Drama
5699,27788,"Jacket, The (2005)",Drama|Mystery|Sci-Fi|Thriller
5700,27790,Millions (2004),Children|Comedy|Crime|Drama|Fantasy
5703,27802,Infernal Affairs 2 (Mou gaan dou II) (2003),Action|Crime|Drama|Thriller
5704,27803,"Sea Inside, The (Mar adentro) (2004)",Drama
5705,27808,Spanglish (2004),Comedy|Drama|Romance
5706,27815,"Chorus, The (Choristes, Les) (2004)",Drama
5707,27816,Saints and Soldiers (2003),Action|Adventure|Drama|War
5708,27820,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",Documentary|Drama
5709,27821,"Interpreter, The (2005)",Drama|Thriller
5710,27822,Open Water (2003),Drama|Thriller
5711,27826,Touch of Pink (2004),Comedy|Drama|Romance
5713,27830,"Bobby Jones, Stroke of Genius (2004)",Drama
5714,27831,Layer Cake (2004),Crime|Drama|Thriller
5715,27834,"Return, The (Vozvrashcheniye) (2003)",Drama
5717,27838,Mean Creek (2004),Drama|Thriller
5718,27839,"Ring Two, The (2005)",Drama|Horror|Mystery|Thriller
5721,27865,Azumi (2003),Action|Adventure|Drama|Thriller
5722,27866,In My Father's Den (2004),Drama
5723,27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),Action|Drama|War
5728,27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),Comedy|Documentary|Drama
5729,27904,"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller
5730,27905,Casshern (2004),Action|Drama|Fantasy|Sci-Fi
5732,30707,Million Dollar Baby (2004),Drama
5733,30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),Comedy|Crime|Drama|Horror|Mystery
5734,30749,Hotel Rwanda (2004),Drama|War
5736,30803,3-Iron (Bin-jip) (2004),Drama|Romance
5738,30812,"Aviator, The (2004)",Drama
5739,30816,"Phantom of the Opera, The (2004)",Drama|Musical|Romance
5740,30818,Beyond the Sea (2004),Drama|Musical
5741,30820,"Woodsman, The (2004)",Drama
5742,30822,In Good Company (2004),Comedy|Drama
5744,30846,"Assassination of Richard Nixon, The (2004)",Crime|Drama|Thriller
5745,30848,"Love Song for Bobby Long, A (2004)",Drama
5746,30850,"Merchant of Venice, The (2004)",Drama
5748,30890,"Keys to the House, The (Chiavi di casa, Le) (2004)",Drama
5750,30894,White Noise (2005),Drama|Horror|Mystery|Sci-Fi|Thriller
5751,30898,"Upside of Anger, The (2005)",Comedy|Drama|Romance
5752,30994,Little Miss Marker (1980),Comedy|Drama
5754,31030,I Remember Mama (1948),Children|Drama
5755,31038,Smooth Talk (1985),Drama|Romance
5758,31086,Battles Without Honor & Humanity (Jingi naki tatakai) (1973),Crime|Drama
5759,31101,Stander (2003),Action|Crime|Drama
5760,31114,Imaginary Heroes (2004),Comedy|Drama
5761,31116,Sergeant York (1941),Drama|War
5764,31162,"Life and Death of Peter Sellers, The (2004)",Comedy|Drama
5767,31221,Elektra (2005),Action|Adventure|Crime|Drama
5769,31225,Coach Carter (2005),Drama
5770,31260,Boys Town (1938),Drama
5772,31309,Rocco and His Brothers (Rocco e i suoi fratelli) (1960),Crime|Drama
5773,31364,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller
5775,31410,"Downfall (Untergang, Der) (2004)",Drama|War
5776,31420,Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller
5780,31431,Boogeyman (2005),Drama|Horror|Mystery|Thriller
